13178,"Fiordland Crested Penguin","Barn Owl",Takahē,Kākāpō,"Yellow-eyed penguin"
13179,"Welcome Swallow",Fantail,Morepork,Kākāpō,Kingfisher
13181,"Antipodean Albatross",Mōhua,"Banded Dotterel",Saddleback,Kea
13183,Kākā,Silvereye,"Black Robin",Kingfisher,"South Island Kōkako"
13184,"Hutton's Shearwater","New Zealand King Shag","Spotted Shag","Antipodean Albatross","Black-billed Gull"
13185,Kōkako,Morepork,Saddleback,"Northern Royal Albatross","Southern Royal Albatross"
13186,"Yellow-eyed penguin","Black-billed Gull",Kākāpō,Tūī,"South Island Kōkako"
13188,"Black-billed Gull"
13189,"Antipodean Albatross",Harrier,Kingfisher,Kākā,"Black Robin"
13190,"New Zealand Falcon",Tomtit,Harrier,Fantail,Morepork
13191,"New Zealand Falcon",Saddleback,Kōkako,"Shining Cuckoo",Harrier
13192,"New Zealand Dabchick","Royal Spoonbill",Rifleman,"Orange-fronted Parakeet","Shore Plover"
13193,"Little Spotted Kiwi","Little Penguin",Kākāpō,"Rockhopper Penguin",Kea
13194,"Yellow-eyed penguin","Banded Dotterel","New Zealand King Shag","North Island Brown Kiwi","Rockhopper Penguin"
13197,"Barn Owl",Bellbird,"Great Spotted Kiwi",Kea,"Little Penguin"
13199,"Shore Plover",Bittern,"Black Stilt","Chatham Island Mollymawk",Kākā
13201,"Rock Wren"
13202,"Antipodean Albatross","Southern Royal Albatross","New Zealand Dotterel","Fairy Tern",Fernbird
13203,"Southern Brown Kiwi","Orange-fronted Parakeet",Pūkeko,Fantail,"Fiordland Crested Penguin"
13204,Kererū,Fantail,"Orange-fronted Parakeet",Kea,Rifleman
13205,"Antipodean Albatross",Bittern,"Black Stilt",Mōhua,"New Zealand Dotterel"
13206,Fantail,Morepork,"Little Spotted Kiwi",Kākāpō,"Little Penguin"
13209,"Black Stilt","South Island Kōkako","Barn Owl"
13210,Harrier,"North Island Brown Kiwi",Kea,"Black Robin",Saddleback
13211,Morepork,Tūī,"Little Spotted Kiwi","Southern Brown Kiwi","North Island Brown Kiwi"
13212,"Yellow-eyed penguin","New Zealand Falcon",Kākāpō,Kererū,Stitchbird
13213,Kākāpō,"New Zealand Dabchick","Black Robin",Fantail,"Little Penguin"
13214,"Southern Brown Kiwi",Kākāpō,"Little Spotted Kiwi",Tūī,Kea
13216,"New Zealand Falcon","Rock Wren",Tūī,"New Zealand Robin","South Polar Skua"
13218,Kea,Rifleman,Morepork,"New Zealand Falcon","Blue Duck"
13219,Kākāpō,Mōhua,"New Zealand Falcon",Harrier,Kākā
13220,Fantail,Tūī,Kererū,Kea,"Chatham Island Oystercatcher"
13221,Bittern,Kōkako,Morepork,"White Heron",Kea
13222,Fernbird,"Variable Oystercatcher",Morepork,"New Zealand Falcon","Spotless Crake"
13223,"Antipodean Albatross","Hutton's Shearwater","Banded Dotterel","Shore Plover","South Island Kōkako"
13224,"Chatham Island Mollymawk","Buller's Mollymawk","Light-mantled Sooty Albatross","Orange-fronted Parakeet","The Otago Shag"
13226,"New Zealand Falcon",Fantail,Kingfisher,Rifleman,Silvereye
13227,Kingfisher,Morepork,"Orange-fronted Parakeet","Welcome Swallow",Fantail
13228,"Fairy Tern","Yellow-eyed penguin","Banded Dotterel","Hutton's Shearwater",Bittern
13229,Kākāpō,"Little Penguin","Little Spotted Kiwi","Rockhopper Penguin","Yellow-eyed penguin"
13230,"Shining Cuckoo",Morepork,"Chatham Island Oystercatcher",Kōkako,"New Zealand Robin"
13234,Rifleman,"New Zealand Robin","Yellow-eyed penguin","Rock Wren","Black Robin"
13236,"White Heron","Southern Royal Albatross","New Zealand Falcon",Kingfisher,Rifleman
13237,"New Zealand Falcon","Barn Owl","North Island Brown Kiwi",Harrier,Bellbird
13240,Kākāpō,"Little Penguin","Welcome Swallow",Weka,Kingfisher
13242,Kākāpō,Kea,Takahē,Kererū,"Orange-fronted Parakeet"
13244,"Little Penguin","Little Spotted Kiwi","Rockhopper Penguin",Takahē,"Yellow-eyed penguin"
13245,"New Zealand Dotterel",Kea,Kākāpō,"Little Spotted Kiwi",Rifleman
13247,Kea,"Little Spotted Kiwi","Bar-tailed Godwit","Antipodean Albatross",Pūkeko
13248,"Yellow-eyed penguin","Blue Duck",Kākāpō,"Northern Royal Albatross","New Zealand Falcon"
13249,Kea,"Southern Royal Albatross",Pūkeko,Kererū,"Little Penguin"
13250,Kākā,Kingfisher,Saddleback,"Blue Duck",Stitchbird
13251,"Antipodean Albatross","Rockhopper Penguin",Fantail,"Little Penguin",Tomtit
13252,"Banded Dotterel",Bellbird,"Blue Duck","New Zealand Dotterel","New Zealand Falcon"
13253,"Yellow-eyed penguin","Fairy Tern","Fiordland Crested Penguin","Rockhopper Penguin","Banded Dotterel"
13255,"Black Robin","Black Stilt","Blue Duck",Mōhua,"Yellow-eyed penguin"
13256,Morepork,"White Heron",Kākāpō,"Rockhopper Penguin",Kererū
13257,Tūī,Kingfisher,Morepork
13259,Takahē,Kererū,"New Zealand Falcon",Kākāpō,Morepork
13260,"New Zealand Falcon",Harrier,Kākāpō,Kererū,Kākā
13261,Tomtit,Kea,Tūī,Kākā,Kākāpō
13262,Bittern,"South Island Kōkako","Black Stilt","Chatham Island Mollymawk","Chatham Island Oystercatcher"
13263,Fantail,"Black-billed Gull","New Zealand Dabchick","Barn Owl","Antipodean Albatross"
13264,"Blue Duck",Tūī,"Antipodean Albatross","New Zealand Dotterel","Orange-fronted Parakeet"
13265,Takahē,"South Island Kōkako",Kākā,Kōkako,"Yellow-eyed penguin"
13266,"Welcome Swallow",Kingfisher,Kōkako,Silvereye,"Yellow-eyed penguin"
13269,Kākā,Saddleback,"Antipodean Albatross","Shining Cuckoo",Morepork
13272,"Black Robin","Black-billed Gull","Blue Duck","Gibson's Albatross",Kākāpō
13275,Fantail,Tūī,Kererū,Takahē,"Blue Duck"
13276,Kākāpō,"New Zealand Falcon",Kea,Kākā,Morepork
13277,"New Zealand Dabchick","Royal Spoonbill","Rockhopper Penguin","Barn Owl",Stitchbird
13278,Harrier,"Black-billed Gull",Kingfisher
13279,"Yellow-eyed penguin",Morepork,Silvereye,Fantail,Saddleback
13280,Rifleman,Morepork,Fantail,"Little shag","New Zealand Dabchick"
13281,Harrier,Kākāpō,Kererū,"Great Spotted Kiwi",Morepork
13283,Wrybill,"South Island Kōkako","Chatham Island Oystercatcher","Little Spotted Kiwi","Yellow-eyed penguin"
13284,Fantail,"Southern Royal Albatross",Stitchbird,Kererū,Kingfisher
13285,Kererū,Kingfisher,Kākāpō,Stitchbird,Tomtit
13286,"Rockhopper Penguin",Stitchbird,"Orange-fronted Parakeet",Kererū,"The Otago Shag"
13288,Kākā,Kākāpō,Kōkako,"Gibson's Albatross","New Zealand Falcon"
13289,Saddleback,Stitchbird,Bellbird,"Southern Royal Albatross",Kingfisher
13290,"Little Penguin"
13291,"New Zealand Falcon",Kererū,Mōhua,Kākāpō,Morepork
13292,"Yellow-eyed penguin","Southern Brown Kiwi","Rock Wren",Pūkeko,"Little Spotted Kiwi"
13293,Pūkeko,Fantail,"Barn Owl","New Zealand Falcon",Kererū
13294,"Orange-fronted Parakeet","Chatham Island Oystercatcher","Chatham Island Mollymawk","New Zealand Falcon",Tūī
13295,"Banded Dotterel",Bittern,"Chatham Island Oystercatcher",Fantail,"Fiordland Crested Penguin"
13296,Saddleback,Kingfisher,Morepork,"New Zealand Dotterel",Tūī
13297,Stitchbird,"Hutton's Shearwater",Kererū,Pūkeko,Kingfisher
13299,"Banded Dotterel",Bellbird,"Black Robin",Fantail,"Great Spotted Kiwi"
13300,Takahē,Kākāpō,Fantail,Tūī,"Little Penguin"
13301,"Spotted Shag","Yellow-eyed penguin","Black-billed Gull","New Zealand Dabchick","Blue Duck"
13302,Kōkako,Tūī,Kākāpō,"Southern Brown Kiwi",Kākā
13303,"Antipodean Albatross","Great Spotted Kiwi","Northern Royal Albatross",Kea,Kākāpō
13304,"Black Stilt","Fairy Tern",Kākāpō,"New Zealand Dotterel","Black-fronted Tern"
13308,"Little Penguin",Fantail,Stitchbird,Kea,"Southern Brown Kiwi"
13309,"New Zealand Falcon",Silvereye,Takahē,Kōkako,Morepork
13310,Silvereye,Wrybill,"Little Spotted Kiwi",Whitehead,"Black-fronted Tern"
13311,"South Island Kōkako","Chatham Island Mollymawk","Blue Duck","Rock Wren",Stitchbird
13312,Fantail,"Fiordland Crested Penguin","Southern Brown Kiwi",Kea,"Shore Plover"
13313,"Southern Royal Albatross","New Zealand Falcon",Kea,"North Island Brown Kiwi",Kākāpō
13316,"Barn Owl",Kea,Tūī,Pūkeko,Kingfisher
13317,Kererū,Kākā,Kākāpō,"Antipodean Albatross","South Island Kōkako"
13319,"Yellow-eyed penguin",Bittern,Takahē,"Fiordland Crested Penguin","Banded Dotterel"
13322,"South Island Kōkako","Shore Plover","Orange-fronted Parakeet","New Zealand Falcon",Kākā
13323,"New Zealand Dotterel","Gibson's Albatross",Kākāpō,"Banded Dotterel","Black Robin"
13324,"Campbell Black-Browed Albatross","Fiordland Crested Penguin","Gibson's Albatross","Great Spotted Kiwi",Kea
13325,Takahē,"Orange-fronted Parakeet",Tūī,Rifleman,"Little Penguin"
13326,"Yellow-eyed penguin","Banded Dotterel","Rock Wren","Chatham Island Oystercatcher","Blue Duck"
13328,Stitchbird,"New Zealand Dotterel","Banded Dotterel","Black Petrel","Blue Duck"
13329,Fantail,"Barn Owl","Orange-fronted Parakeet",Tomtit,"South Island Kōkako"
13330,Takahē,Kea,Kererū,Kākā,Kākāpō
13331,"Southern Brown Kiwi","Great Spotted Kiwi","Barn Owl",Stitchbird,Takahē
13332,Tūī,Pūkeko,Kea,Morepork,"New Zealand Falcon"
13333,Takahē,Kākāpō,Kākā,Kererū,Kea
13335,Kōkako,Tūī,Kākā,Weka,"Rock Wren"
13336,Tūī,Mōhua,"Little Spotted Kiwi",Morepork,Kōkako
13337,"Fiordland Crested Penguin","Gibson's Albatross","New Zealand Falcon","Variable Oystercatcher","Rockhopper Penguin"
13338,"South Island Kōkako","Royal Spoonbill","Southern Brown Kiwi",Rifleman,Mōhua
13340,"Antipodean Albatross","Hutton's Shearwater","Shore Plover","South Island Kōkako",Kākā
13341,Rifleman,"Barn Owl","Blue Duck",Mōhua,"South Island Pied Oystercatcher"
13343,Fantail,"Blue Duck","Little Spotted Kiwi",Kākāpō,Kākā
13344,Tūī,"Orange-fronted Parakeet",Saddleback,Takahē,Kākāpō
13345,Kea,"Blue Duck","Rock Wren",Kākāpō,"Banded Dotterel"
13346,"New Zealand Dabchick",Kererū,"Rockhopper Penguin","Royal Spoonbill",Kōkako
13347,"Antipodean Albatross",Kea,"Gibson's Albatross",Fantail,"Blue Duck"
13350,Fantail,Kākāpō,Tomtit,Kākā,"Brown Teal"
13351,"Fairy Tern","Shore Plover",Kōkako,"Black-billed Gull","Black Stilt"
13354,"Fairy Tern","Little Penguin","Grey Warbler",Mōhua,"Shining Cuckoo"
13355,"Yellow-eyed penguin","Fiordland Crested Penguin","Rockhopper Penguin","Little Penguin"
13357,Stitchbird,"Little shag",Mōhua,"New Zealand Dabchick","New Zealand Falcon"
13358,Kererū,Kākāpō,Tūī,"Yellow-eyed penguin","Barn Owl"
13359,"South Island Kōkako",Kōkako,"Little Spotted Kiwi",Mōhua,"New Zealand Falcon"
13360,Kererū,Stitchbird,Morepork,"Little Penguin",Mōhua
13361,"Yellow-eyed penguin","Antipodean Albatross","Banded Dotterel","Black Robin","Gibson's Albatross"
13362,"Blue Duck","New Zealand Falcon",Morepork,Kingfisher,Stitchbird
13363,Fantail,"New Zealand Robin",Tomtit,Kererū,Kākāpō
13364,"New Zealand Falcon","Fiordland Crested Penguin",Kākāpō,Kea
13365,Kea,"Salvin's Mollymawk","Banded Dotterel","South Island Kōkako","Little Spotted Kiwi"
13366,Kererū,"Antipodean Albatross","Yellow-eyed penguin","South Island Kōkako","New Zealand Dabchick"
13368,"Yellow-eyed penguin","Southern Brown Kiwi","Banded Dotterel","Gibson's Albatross","Little Spotted Kiwi"
13369,"Arctic Skua","Australasian Crested Grebe","New Zealand Dotterel","Southern Brown Kiwi","Australasian Gannet"
13370,Kākā,Kākāpō,"Little Spotted Kiwi",Fantail,Stitchbird
13371,Wrybill
13372,Morepork,"New Zealand Falcon",Harrier
13373,Kea,"Banded Dotterel",Kererū,"South Island Pied Oystercatcher",Bellbird
13376,"Little Spotted Kiwi",Kererū,Tūī,Stitchbird,Fantail
13377,"Great Spotted Kiwi","Banded Dotterel","Barn Owl","Bar-tailed Godwit","Southern Brown Kiwi"
13378,Morepork,"Yellow-eyed penguin","Little Penguin","Black-billed Gull",Takahē
13379,"Barn Owl","Great Spotted Kiwi","Banded Dotterel","Bar-tailed Godwit","Southern Brown Kiwi"
13380,Stitchbird,"Fiordland Crested Penguin","Rockhopper Penguin","Blue Duck",Kākā
13381,"Rockhopper Penguin",Takahē,Harrier,"Southern Brown Kiwi",Bellbird
13382,Kingfisher,Rifleman,Tūī,Saddleback,Morepork
13384,"Banded Dotterel","Black Robin","Blue Duck","Great Spotted Kiwi",Kākā
13385,"Fiordland Crested Penguin","Antipodean Albatross",Kōkako,"Royal Spoonbill",Kākāpō
13386,Kākāpō,"Little Spotted Kiwi","Blue Duck","Black Robin","Fiordland Crested Penguin"
13387,Kea,Kākā,Morepork,Saddleback,Weka
13388,"Barn Owl","Yellow-eyed penguin","Little Spotted Kiwi",Kākāpō,Kererū
13390,Kākāpō,"Yellow-eyed penguin","Little Spotted Kiwi","Southern Brown Kiwi","Orange-fronted Parakeet"
13391,Tūī,Kingfisher,Fantail,Kererū,"New Zealand Falcon"
13392,"Black Robin","New Zealand Dotterel","Rock Wren",Kākāpō,Fernbird
13393,"Orange-fronted Parakeet",Bittern,"Black Robin","Black Stilt","Blue Duck"
13394,Kākāpō,"Southern Brown Kiwi","Blue Duck","Chatham Island Oystercatcher","Yellow-eyed penguin"
13395,"Rockhopper Penguin",Kōkako,Kingfisher,"Little Penguin","Royal Spoonbill"
13399,Fantail,Kākāpō,Saddleback,Tūī,"Barn Owl"
13400,"New Zealand Falcon",Harrier,"Antipodean Albatross","Gibson's Albatross","Barn Owl"
13401,"Northern Royal Albatross","Buller's Mollymawk","Chatham Island Mollymawk","Fairy Tern","Yellow-eyed penguin"
13402,"Barn Owl","Rockhopper Penguin",Morepork,"New Zealand Falcon","Grey Duck"
13403,"Yellow-eyed penguin",Kererū,"Great Spotted Kiwi",Rifleman,"Orange-fronted Parakeet"
13404,Stitchbird,Takahē,"Orange-fronted Parakeet","Black Robin",Kākāpō
13405,"Great Spotted Kiwi","Little Penguin",Kākāpō,"Yellow-eyed penguin",Kererū
13406,"Black Robin","New Zealand Dotterel","Rock Wren",Kākāpō,"Little Spotted Kiwi"
13407,"Little Penguin",Tūī,"Southern Brown Kiwi","Little Spotted Kiwi","Australasian Gannet"
13408,"Blue Duck","Little Penguin","Black Robin","Grey Duck",Kingfisher
13409,Saddleback,Kākā,"Blue Duck",Stitchbird,"Banded Dotterel"
13410,Kererū,Bittern,"Banded Dotterel","Barn Owl",Fantail
13411,"Yellow-eyed penguin",Fantail,"Black Robin","Gibson's Albatross","Banded Dotterel"
13412,"Black-billed Gull","Blue Duck","Brown Teal","Fiordland Crested Penguin","Grey Duck"
13413,"Antipodean Albatross","Southern Brown Kiwi",Kākā,"Orange-fronted Parakeet","Black Robin"
13416,"South Island Pied Oystercatcher","Black-fronted Tern",Bittern,"Banded Dotterel","Black-billed Gull"
13417,Tūī,"Fiordland Crested Penguin","Orange-fronted Parakeet",Takahē,"Gibson's Albatross"
13418,Stitchbird,"Banded Dotterel","New Zealand Falcon",Bellbird,Kākāpō
13419,"Black Robin","New Zealand Dabchick","Fairy Tern","Antipodean Albatross","Banded Dotterel"
13420,"Southern Brown Kiwi","Gibson's Albatross",Kōkako,"Little Spotted Kiwi","Chatham Island Mollymawk"
13421,"Black Robin",Kākā,Saddleback,"South Island Kōkako",Tūī
13422,"Antipodean Albatross","Banded Dotterel","Black Robin","Black Stilt","Black-billed Gull"
13423,Kākāpō,"Orange-fronted Parakeet",Kākā,Takahē,"Black-billed Gull"
13424,Kingfisher,Morepork
13425,"Antipodean Albatross","Southern Brown Kiwi",Kākā,"Orange-fronted Parakeet","Black Robin"
13426,Kākā,Kākāpō,Saddleback,"Little Penguin","Little Spotted Kiwi"
13427,"Yellow-eyed penguin",Tūī,Mōhua,"Little Spotted Kiwi","Shore Plover"
13428,"South Island Kōkako",Fantail,"Black Robin",Stitchbird,"Welcome Swallow"
13430,Kākāpō,"Black Robin","Antipodean Albatross","Banded Dotterel","Blue Duck"
13431,"New Zealand Falcon",Harrier,"Australasian Gannet","Southern Royal Albatross","Northern Royal Albatross"
13432,Bellbird,Pūkeko,"Southern Royal Albatross","Yellow-eyed penguin","New Zealand Falcon"
13433,"Orange-fronted Parakeet","Whenua Hou Diving Petrel",Saddleback,"Yellow-eyed penguin",Kea
13434,"Black Robin","Southern Brown Kiwi","Little Spotted Kiwi",Mōhua,"Banded Dotterel"
13435,"Barn Owl",Fantail,Harrier,"Little Spotted Kiwi","New Zealand Falcon"
13438,Mōhua,"Blue Duck","Orange-fronted Parakeet","Little Spotted Kiwi","Antipodean Albatross"
13439,"Orange-fronted Parakeet","Banded Dotterel","Antipodean Albatross",Kākā,"Little Spotted Kiwi"
13440,"Little Penguin","Bar-tailed Godwit","New Zealand Falcon","South Island Kōkako","Blue Duck"
13441,Kākā,"Antipodean Albatross",Morepork,"New Zealand Falcon","South Island Pied Oystercatcher"
13442,"Rockhopper Penguin","Orange-fronted Parakeet",Saddleback,"Rock Wren","Black Robin"
13443,"Great Spotted Kiwi",Kākāpō,"Little Penguin","Little Spotted Kiwi","North Island Brown Kiwi"
13444,"Little Penguin","Antipodean Albatross",Harrier,"Australasian Gannet","Southern Brown Kiwi"
13445,"New Zealand Falcon",Bellbird,"Orange-fronted Parakeet",Saddleback,Fantail
13447,"Southern Royal Albatross",Takahē,"Orange-fronted Parakeet","Blue Duck","Little Penguin"
13448,"Fairy Tern","Rockhopper Penguin",Kingfisher,Rifleman,"Yellow-eyed penguin"
13449,"Yellow-eyed penguin","Chatham Island Mollymawk","Little Spotted Kiwi","Blue Duck",Kākā
13450,Tūī,Kererū,Kākāpō,"Little Spotted Kiwi","Great Spotted Kiwi"
13451,Fantail,"Spotless Crake",Bellbird,Tūī,Kingfisher
13452,Kererū,Kākāpō,Stitchbird,Tūī,Kōkako
13453,Fantail,"Little Penguin",Kākā,"Black-fronted Tern",Kingfisher
13454,Kākāpō,"Little Spotted Kiwi","Orange-fronted Parakeet","Southern Brown Kiwi","Blue Duck"
13458,"Southern Brown Kiwi","Fairy Tern","Little Spotted Kiwi","Chatham Island Oystercatcher",Kākāpō
13459,"Little Penguin","Rockhopper Penguin","Yellow-eyed penguin"
13463,"Fairy Tern","Orange-fronted Parakeet",Mōhua,Kingfisher,Morepork
13464,"Banded Dotterel","Grey Duck","Barn Owl","Orange-fronted Parakeet","Little Penguin"
13465,Kākāpō,Kākā,Kererū,Kingfisher,Fantail
13466,Kererū,Kingfisher,Takahē,"Fiordland Crested Penguin"
13467,Harrier,Kākāpō,"New Zealand Falcon",Kererū,"Black Petrel"
13468,Kererū,"Barn Owl",Morepork,Mōhua,Fantail
13469,Kākā,"Black Robin",Mōhua,"Shore Plover","New Zealand Falcon"
13470,Kākā,"Yellow-eyed penguin","Antipodean Albatross","Rockhopper Penguin","Grey Duck"
13471,Kea,"Blue Duck",Takahē,"Black Robin","New Zealand Dotterel"
13472,Kākā,"Southern Brown Kiwi","Black Robin","New Zealand Dabchick","Gibson's Albatross"
13473,"Southern Brown Kiwi",Kererū,"Rock Wren","Black Robin","Yellow-eyed penguin"
13474,Rifleman
13475,"Southern Royal Albatross","Little Penguin",Stitchbird,Mōhua,"Orange-fronted Parakeet"
13476,Kōkako,Tūī,Kererū,Saddleback,"Hutton's Shearwater"
13477,Mōhua,"New Zealand Dotterel","Gibson's Albatross","Banded Dotterel","North Island Brown Kiwi"
13478,"Banded Dotterel",Bittern,"Black Robin","Black Stilt","Chatham Island Mollymawk"
13479,"Antipodean Albatross",Mōhua,"Orange-fronted Parakeet","Black Stilt","Yellow-eyed penguin"
13480,"Australasian Crested Grebe","Barn Owl",Tomtit,"Little Penguin","Fiordland Crested Penguin"
13481,Kea,Kererū,Tūī,Fantail,Pūkeko
13482,Takahē,"Rockhopper Penguin",Mōhua,"Orange-fronted Parakeet","Black shag"
13483,"Rockhopper Penguin","Barn Owl","Fiordland Crested Penguin","New Zealand Dabchick","Little Penguin"
13484,Harrier,Saddleback,Kingfisher,"Welcome Swallow","Black-fronted Tern"
13486,"Fiordland Crested Penguin",Rifleman,"Little Penguin","New Zealand Dabchick",Kererū
13487,Takahē,Kākā,"Blue Duck","Chatham Island Oystercatcher","New Zealand Dotterel"
13488,"New Zealand Falcon",Rifleman,"Whenua Hou Diving Petrel",Kea,"Banded Dotterel"
13490,Kākā,Kākāpō,"Orange-fronted Parakeet","Black-billed Gull",Bittern
13491,"South Island Kōkako","Orange-fronted Parakeet",Saddleback,Kākā,Takahē
13493,Kingfisher,Fantail,"Orange-fronted Parakeet","White Heron",Pūkeko
13494,"New Zealand Falcon","Antipodean Albatross","Chatham Island Oystercatcher","Little Penguin","Yellow-eyed penguin"
13495,Fantail,Tūī,Kererū,Mōhua,"New Zealand Falcon"
13496,Wrybill,Rifleman,"Grey Duck","New Zealand Dabchick","Royal Spoonbill"
13499,"Welcome Swallow","Grey Warbler",Stitchbird,Silvereye,Rifleman
13501,Scaup,"Little Penguin",Rifleman,Fernbird,Kea
13502,Morepork,"Antipodean Albatross","Rockhopper Penguin","Banded Dotterel","North Island Brown Kiwi"
13503,Fantail,"Little Penguin",Rifleman,"New Zealand Dotterel",Stitchbird
13504,Kea,"Gibson's Albatross","Antipodean Albatross","Yellow-eyed penguin",Kākāpō
13506,Kōkako,Fernbird,Stitchbird,"Orange-fronted Parakeet",Wrybill
13507,Fantail,Kākāpō,Takahē,Kea,Kererū
13508,"Fiordland Crested Penguin","Barn Owl",Kererū,Silvereye,"New Zealand Dabchick"
13509,Kea,Fantail,"Yellow-eyed penguin",Kākāpō,Tūī
13510,Fantail,Stitchbird,Kea,Kingfisher,Kākāpō
13512,Morepork,"Fiordland Crested Penguin",Kingfisher,"Black Robin","New Zealand Falcon"
13513,"Little Penguin",Morepork,"Welcome Swallow",Kingfisher,Rifleman
13514,"Antipodean Albatross","Hutton's Shearwater","Banded Dotterel","Black-billed Gull","Orange-fronted Parakeet"
13515,"Little Penguin",Morepork,Rifleman,Kingfisher,Fantail
13517,"Southern Brown Kiwi","Gibson's Albatross","Great Spotted Kiwi","North Island Brown Kiwi",Tūī
13518,"New Zealand Falcon",Mōhua,"South Island Pied Oystercatcher","Rockhopper Penguin","Little Spotted Kiwi"
13519,Mōhua,"South Island Pied Oystercatcher","New Zealand Falcon","Rockhopper Penguin","Little Spotted Kiwi"
13521,Kākāpō,Takahē,"Antipodean Albatross","Blue Duck",Kea
13522,"Little Spotted Kiwi",Kākāpō,"Yellow-eyed penguin","Antipodean Albatross",Rifleman
13523,"New Zealand Falcon","Orange-fronted Parakeet",Tūī,Kingfisher,Bellbird
13524,"Little Penguin","Rockhopper Penguin","Yellow-eyed penguin","Fiordland Crested Penguin","Banded Dotterel"
13526,"South Island Kōkako","Southern Brown Kiwi","Orange-fronted Parakeet",Kākāpō,"Little Spotted Kiwi"
13527,Morepork,"South Island Kōkako","Antipodean Albatross","Yellow-eyed penguin",Kākā
13528,Weka,"Little Penguin","Black Robin","Chatham Island Oystercatcher",Kingfisher
13529,Tūī,Fantail,Kea,"New Zealand Falcon","Rockhopper Penguin"
13532,"Banded Dotterel","Antipodean Albatross",Bittern,"Black Robin","Black Stilt"
13534,Kākā,Tūī,Bellbird,"Orange-fronted Parakeet"
13535,"Little Penguin","Yellow-eyed penguin","Rockhopper Penguin","Royal Spoonbill","Southern Brown Kiwi"
13537,Kākāpō,"Black Stilt","Gibson's Albatross","Orange-fronted Parakeet",Kākā
13539,"Yellow-eyed penguin"
13540,Kākā,Harrier,"New Zealand Falcon","Yellow-eyed penguin","Grey Warbler"
13542,"Great Spotted Kiwi",Kōkako,Kererū,Kākāpō,Takahē
13543,Morepork,"Rockhopper Penguin",Kererū,"Little Penguin","New Zealand Dabchick"
13544,Kākāpō,"New Zealand Falcon",Fantail,"Antipodean Albatross",Takahē
13545,Kākā,"Southern Royal Albatross",Kākāpō,Takahē,Bellbird
13546,Tūī,"New Zealand Dotterel","Great Spotted Kiwi","Variable Oystercatcher","Rock Wren"
13548,Harrier,Kea,Kererū,Kākā,"Black Robin"
13550,Bellbird,Harrier,"Grey Warbler",Tūī,Kingfisher
13551,"Fiordland Crested Penguin",Scaup,"Little Penguin","Buller's Mollymawk","Whenua Hou Diving Petrel"
13553,"Orange-fronted Parakeet","Fairy Tern","Black Stilt",Kākā,"Blue Duck"
13554,"Blue Duck",Fantail,Tomtit,"Orange-fronted Parakeet",Kingfisher
13555,Takahē,Kākāpō,Kea,Kākā,"Rockhopper Penguin"
13557,"Barn Owl","Orange-fronted Parakeet",Kea,"Royal Spoonbill",Kōkako
13558,"Yellow-eyed penguin","Gibson's Albatross","Whenua Hou Diving Petrel","Chatham Island Mollymawk","Hutton's Shearwater"
13559,Stitchbird,"North Island Brown Kiwi",Rifleman,"Rock Wren","Great Spotted Kiwi"
13561,"Black Robin","Banded Dotterel","Shore Plover","Black Stilt","Yellow-eyed penguin"
13562,Takahē,Kākā,Rifleman,Weka,Tūī
13563,"New Zealand Falcon","New Zealand King Shag","The Otago Shag","Black-fronted Tern","Buller's Mollymawk"
13564,Weka,Kākāpō,"Little Penguin",Kererū,"Royal Spoonbill"
13565,"South Island Kōkako","Yellow-eyed penguin","Little Spotted Kiwi",Kākā,Kererū
13568,"South Island Kōkako","Yellow-eyed penguin","Blue Duck","Buller's Mollymawk","Banded Dotterel"
13569,Kākā,Kōkako,Kererū,"Gibson's Albatross","White Heron"
13570,"New Zealand Dotterel","Banded Dotterel",Kākā,"Fairy Tern",Kingfisher
13571,Silvereye,Tūī,Fantail,"White-faced Heron","Australasian Gannet"
13572,Kererū,Morepork,Kākā,Kākāpō,"Great Spotted Kiwi"
13573,"Southern Brown Kiwi",Rifleman,Weka,"Australasian Crested Grebe","Royal Spoonbill"
13574,Kākāpō,"Little shag",Scaup,Takahē,"Little Penguin"
13575,"Spotted Shag",Bittern,"Banded Dotterel","Yellow-eyed penguin","The Otago Shag"
13576,"New Zealand Robin",Bittern,Weka,"Rock Wren",Kākā
13577,"Banded Dotterel",Fantail,"Black Robin","Black-fronted Tern",Bittern
13578,Kea,"New Zealand Falcon",Kākāpō,"Barn Owl",Morepork
13579,Morepork,Kingfisher,Kererū
13581,"Antipodean Albatross","Southern Royal Albatross",Bittern,"Fairy Tern","Chatham Island Oystercatcher"
13582,Tūī,Kererū,"Blue Duck","Black Robin",Kingfisher
13583,Tomtit,Stitchbird,Mōhua,"New Zealand Falcon",Kōkako
13584,"New Zealand Falcon",Kea,"Little Penguin",Morepork,Weka
13585,Fantail,"Grey Warbler",Kea,Pūkeko,Rifleman
13587,"Yellow-eyed penguin",Kea,Stitchbird,Tūī,"Southern Royal Albatross"
13588,"Campbell Black-Browed Albatross","Great Spotted Kiwi","Little Penguin","Little Spotted Kiwi","Yellow-eyed penguin"
13589,"Rockhopper Penguin","Royal Spoonbill","Fiordland Crested Penguin","Chatham Island Mollymawk",Stitchbird
13590,Bittern,Takahē,Kingfisher,Pūkeko,Tūī
13591,"Antipodean Albatross",Harrier,"New Zealand Falcon","Barn Owl",Tūī
